Time,Machine A,Machine B,Detector α 1,Detector α 2,Detector β 1 ,Detector β 2,Diverter ψ 1,Diverter ψ 2,Detector δ 1,Detector δ 2
hh:mm:ss,RPM,RPM,,,,,,,,
01:17:59,6536,8285,0,1,0,1,1,1,0,1
01:18:04,6536,8285,0,1,0,1,1,1,0,1
01:18:09,6536,8285,0,1,0,1,1,1,0,1
01:18:14,6536,8285,0,1,0,1,1,1,0,1
01:18:19,6536,8285,0,1,0,1,1,1,0,1
01:18:24,6536,8285,0,1,0,1,1,1,0,1
01:18:29,6536,8285,0,1,0,1,1,1,0,1
01:18:34,6536,8285,0,1,0,0,1,1,0,1
01:18:39,6536,8285,0,1,0,1,1,1,0,1
01:18:44,6536,8285,0,1,0,1,1,1,0,1
01:18:49,6536,8285,0,0,0,1,1,1,0,0
01:18:54,6536,8285,0,0,0,1,1,1,0,1
01:18:59,6536,8285,0,1,0,1,1,1,0,1
01:19:04,6536,8285,0,1,0,1,1,1,0,1
01:19:09,6536,8285,0,1,0,1,1,1,0,1
01:19:14,6536,8285,0,1,0,1,1,1,0,1
01:19:19,6536,8285,0,1,0,1,1,1,0,1
01:19:24,6536,8285,0,1,0,1,1,1,0,1
01:19:29,6536,8285,0,1,0,1,1,1,0,1
01:19:34,6536,8285,0,1,0,1,1,1,0,1
01:19:39,6536,8285,0,1,0,1,1,1,0,1
01:19:44,6536,8285,0,1,0,1,1,1,0,1
01:19:49,6536,8285,0,1,0,1,1,1,0,1
01:19:54,6536,8285,0,1,0,1,1,1,0,1
01:19:59,6536,8285,0,1,0,1,1,1,0,1
01:20:04,6536,8285,0,1,0,1,1,1,0,1
01:20:09,6536,8285,0,1,0,1,1,1,0,1
01:20:14,6536,8285,0,1,0,1,1,1,0,1
01:20:19,6536,8285,0,1,0,1,1,1,0,1
01:20:24,6536,8285,0,1,0,1,1,1,0,1
01:20:29,6536,8285,0,1,0,1,1,1,0,1
01:20:34,6536,8285,0,1,0,1,1,1,0,1
01:20:39,6536,8285,0,1,0,1,1,1,0,1
01:20:44,6536,8285,0,1,0,1,1,1,0,1
01:20:49,6536,8285,0,1,0,1,1,1,0,1
01:20:54,6536,8285,0,1,0,1,1,1,0,1
01:20:59,6536,8285,0,1,0,1,1,1,0,1
01:21:04,6536,8285,0,1,0,1,1,1,0,1
01:21:09,6536,8285,0,1,0,0,1,1,0,1
01:21:14,6536,8285,0,1,0,0,1,1,0,1
01:21:19,6536,8285,0,1,0,1,1,1,0,1
01:21:24,6536,8285,0,1,0,1,1,1,0,0
01:21:29,6536,8285,0,0,0,1,1,1,0,0
01:21:34,6536,8285,0,0,0,1,1,1,0,1
01:21:39,6536,8285,0,1,0,1,1,1,0,1
01:21:44,6536,8285,0,1,0,1,1,1,0,1
01:21:49,6536,8285,0,1,0,1,1,1,0,1
01:21:54,6536,8285,0,1,0,1,1,1,0,1
01:21:59,6536,8285,0,1,0,1,1,1,0,1
01:22:04,6536,8285,0,1,0,1,1,1,0,1
01:22:09,6536,8285,0,1,0,1,1,1,0,1
01:22:14,6536,8285,0,1,0,1,1,1,0,1
01:22:19,6536,8285,0,1,0,1,1,1,0,1
01:22:24,6536,8285,0,1,0,1,1,1,0,1
01:22:29,6536,8285,0,1,0,1,1,1,0,1
01:22:34,6536,8285,0,1,0,1,1,1,0,1
01:22:39,6536,8285,0,1,0,1,1,1,0,1
01:22:44,6536,8285,0,1,0,1,1,1,0,1
01:22:49,6536,8285,0,1,0,1,1,1,0,1
01:22:54,6536,8285,0,1,0,1,1,1,0,1
01:22:59,6536,8285,0,1,0,1,1,1,0,1
01:23:04,6536,8285,0,1,0,1,1,1,0,1
01:23:09,6536,8285,0,1,0,1,1,1,0,1
01:23:14,6536,8285,0,1,0,1,1,1,0,1
01:23:19,6536,8285,0,1,0,1,1,1,0,1
01:23:24,6536,8285,0,1,0,1,1,1,0,1
01:23:29,6536,8285,0,1,0,1,1,1,0,1
01:23:34,6536,8285,0,1,0,1,1,1,0,1
